"","BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AT PRESENT (coulomb)","BLOCK","LOT","EASE-MENT","BUILDING CLASS AT PRESENT","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE"
"422","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","773","22","","D0","241 WEST 23 STREET, 2","","10011","0","0","0","","","1898","2","D0","3850000","2017-06-20T00:00:00"
"423","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","775","22","","D4","225 WEST 25TH STREET, 5G","","10001","0","0","0","","","1939","2","D4","905000","2016-09-09T00:00:00"
"424","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","775","22","","D4","225 WEST 25TH STREET, 6L","","10001","0","0","0","","","1939","2","D4","900000","2016-11-09T00:00:00"
"425","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","775","22","","D4","225 WEST 25TH STREET, 6A","","10001","0","0","0","","","1939","2","D4","890000","2017-05-04T00:00:00"
"426","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","775","22","","D4","225 WEST 25TH STREET, 4B","","10001","0","0","0","","","1939","2","D4","520000","2017-05-02T00:00:00"
"427","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","775","22","","D4","225 WEST 25TH STREET, 5C","","10001","0","0","0","","","1939","2","D4","810000","2017-06-06T00:00:00"
"428","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","776","17","","D4","233 WEST 26, 1E","","10001","0","0","0","","","1926","2","D4","1600000","2016-11-15T00:00:00"
"429","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","776","17","","D4","233 WEST 26TH STREET, 2W","","10001","0","0","0","","","1926","2","D4","2495000","2016-12-01T00:00:00"
"430","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","776","17","","D4","233 WEST 26TH STREET, 8E","","10001","0","0","0","","","1926","2","D4","3051000","2017-06-13T00:00:00"
"431","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 11F","","10011","0","0","0","","","1963","2","D4","1700000","2016-10-07T00:00:00"
"432","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 19E","","10011","0","0","0","","","1963","2","D4","1650000","2016-10-26T00:00:00"
"433","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 7TH AVENUE, 11J","","10011","0","0","0","","","1963","2","D4","867500","2016-12-13T00:00:00"
"434","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 20A","","10011","0","0","0","","","1963","2","D4","737500","2017-01-30T00:00:00"
"435","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVE, 8U","","10011","0","0","0","","","1963","2","D4","540000","2017-02-01T00:00:00"
"436","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 3P","","10011","0","0","0","","","1963","2","D4","1111000","2017-02-10T00:00:00"
"437","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 7TH AVE","","10011","0","0","0","","","1963","2","D4","981000","2017-03-20T00:00:00"
"438","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 12D","","10011","0","0","0","","","1963","2","D4","1650000","2017-03-27T00:00:00"
"439","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 11M","","10011","0","0","0","","","1963","2","D4","1950000","2017-03-28T00:00:00"
"440","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 15U","","10011","0","0","0","","","1963","2","D4","","2017-04-10T00:00:00"
"441","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 7TH AVE","","10011","0","0","0","","","1963","2","D4","1390000","2017-04-20T00:00:00"
"442","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 10C","","10011","0","0","0","","","1963","2","D4","630000","2017-04-24T00:00:00"
"443","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 7TH AVENUE, 12G","","10011","0","0","0","","","1963","2","D4","","2017-04-14T00:00:00"
"444","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVE., 7E","","10011","0","0","0","","","1963","2","D4","","2017-05-23T00:00:00"
"445","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 19H","","10011","0","0","0","","","1963","2","D4","","2017-05-24T00:00:00"
"446","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 18B","","10011","0","0","0","","","1963","2","D4","708000","2017-06-26T00:00:00"
"447","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 12C","","10011","0","0","0","","","1963","2","D4","865000","2017-07-12T00:00:00"
"448","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 7TH AVENUE, 11S","","10011","0","0","0","","","1963","2","D4","","2017-07-20T00:00:00"
"449","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 18S","","10011","0","0","0","","","1963","2","D4","1275000","2016-12-08T00:00:00"
"450","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","1","","D4","77 SEVENTH AVENUE, 15U","","10011","0","0","0","","","1963","2","D4","615000","2017-08-28T00:00:00"
"451","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","40","","D0","100 WEST 15TH STREET, 2I","","10011","0","0","0","","","1920","2","D0","939000","2016-10-17T00:00:00"
"452","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","40","","D0","100 WEST 15TH STREET, 3F","","10011","0","0","0","","","1920","2","D0","545000","2016-11-09T00:00:00"
"453","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","40","","D0","100 WEST 15TH STREET, 3E","","10011","0","0","0","","","1920","2","D0","560000","2017-01-12T00:00:00"
"454","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","66","","D4","154 WEST 15TH STREET, 3B","","10011","0","0","0","","","1910","2","D4","527500","2016-11-02T00:00:00"
"455","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","790","66","","D4","154 WEST 15TH STREET, 1B","","10011","0","0","0","","","1910","2","D4","","2017-08-24T00:00:00"
"456","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","791","1","","D0","161 WEST 15TH STREET, 2F","","10011","0","0","0","","","1938","2","D0","1970000","2016-10-31T00:00:00"
"457","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","791","1","","D0","161 WEST 15TH STREET, 3D","","10011","0","0","0","","","1938","2","D0","1450000","2017-02-28T00:00:00"
"458","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","791","1","","D0","161 WEST 15TH STREET, 2A","","10011","0","0","0","","","1938","2","D0","1850000","2017-04-11T00:00:00"
"459","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","791","1","","D0","161 WEST 15TH STREET, 5G","","10011","0","0","0","","","1938","2","D0","","2017-05-01T00:00:00"
"460","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","791","9","","D0","155 WEST 15TH   STREET, 5A6AB","","10011","0","0","0","","","1940","2","D0","5000000","2017-01-23T00:00:00"
"461","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","791","9","","D0","155 WEST 15TH STREET, 1E","","10011","0","0","0","","","1940","2","D0","1753000","2017-03-20T00:00:00"
"462","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","791","62","","D4","130 WEST 16TH STREET, 52","","10011","0","0","0","","","1927","2","D4","949000","2017-07-20T00:00:00"
"463","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","792","33","","D0","575 SIXTH AVE, 4A","","10011","0","0","0","","","1900","2","D0","2075000","2017-03-22T00:00:00"
"464","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","792","33","","D0","575 SIXTH AVENUE, COM","","10011","0","0","0","","","1900","2","D0","6000000","2017-06-27T00:00:00"
"465","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","796","1","","D4","165 WEST 20TH STREET, 4A","","10011","0","0","0","","","1938","2","D4","615000","2016-10-25T00:00:00"
"466","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","796","1","","D4","165 WEST 20TH, 5C","","10011","0","0","0","","","1938","2","D4","675000","2016-11-28T00:00:00"
"467","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","796","1","","D4","165 WEST 20 ST, 3A","","10011","0","0","0","","","1938","2","D4","615000","2017-06-06T00:00:00"
"468","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","796","7","","D4","155 WEST 20TH STREET, 2B","","10011","0","0","0","","","1938","2","D4","818750","2017-03-16T00:00:00"
"469","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","796","7","","D4","155 WEST 20TH STREET, 2F","","10011","0","0","0","","","1938","2","D4","445000","2017-05-08T00:00:00"
"470","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","796","7","","D4","155 WEST 20TH STREET, 6C","","10011","0","0","0","","","1938","2","D4","550000","2017-05-25T00:00:00"
"471","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","796","7","","D4","155 WEST 20TH STREET, 6B","","10011","0","0","0","","","1938","2","D4","950000","2017-05-19T00:00:00"
"472","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","796","13","","D0","143 WEST 20TH STREET, 3N","","10011","0","0","0","","","1909","2","D0","2275000","2016-11-16T00:00:00"
"473","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","797","76","","D4","166 WEST 22ND STREET, 6C","","10011","0","0","0","","","1950","2","D4","900000","2017-06-29T00:00:00"
"474","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","797","76","","D4","166 WEST 22ND STREET, 4C","","10011","0","0","0","","","1950","2","D4","839000","2017-06-29T00:00:00"
"475","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","797","76","","D4","166 WEST 22ND STREET, 4C","","10011","0","0","0","","","1950","2","D4","839000","2017-06-29T00:00:00"
"476","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","798","17","","D0","147 WEST 22ND STREET, 3N","","10011","0","0","0","","","1909","2","D0","1810000","2017-07-06T00:00:00"
"477","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","798","26","","D0","129 WEST 22ND STREET, 11FL","","10011","0","0","0","","","1909","2","D0","4815000","2017-06-13T00:00:00"
"478","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","799","35","","D4","101 WEST 23RD STREET, 4J","","10011","0","0","0","","","1958","2","D4","433000","2017-03-01T00:00:00"
"479","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","801","30","","D0","107 WEST 25TH   STREET, 3B","","10001","0","0","0","","","1905","2","D0","1770000","2017-05-12T00:00:00"
"480","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","801","30","","D0","107 WEST 25TH STREET, 6E","","10001","0","0","0","","","1905","2","D0","1645000","2017-08-21T00:00:00"
"481","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","801","30","","D0","107 WEST 25TH   STREET, 5D","","10001","0","0","0","","","1905","2","D0","1700000","2017-08-29T00:00:00"
"482","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","802","31","","D0","109 WEST 26TH STREET, 2A","","10001","0","0","0","","","1910","2","D0","2000000","2016-11-11T00:00:00"
"483","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","802","35","","D0","775 SIXTH AVENUE, 1","","10001","0","0","0","","","1904","2","D0","997500","2017-03-30T00:00:00"
"484","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","802","35","","D0","775 AVENUE OF THE AMERIC, 1","","10001","0","0","0","","","1904","2","D0","210000","2017-03-30T00:00:00"
"485","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","802","52","","D0","114 WEST 27TH STREET, 8N","","10001","0","0","0","","","1907","2","D0","2560000","2016-11-30T00:00:00"
"486","1","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","802","52","","D0","114 WEST 27TH   STREET, 4S","","10001","0","0","0","","","1907","2","D0","2650000","2017-04-27T00:00:00"
"487","1","CHELSEA","12 CONDOS - WALKUP APARTMENTS","2","764","1006","","R2","217 WEST 14TH   STREET","2RE","10011","1","0","1","","","1930","2","R2","","2016-09-26T00:00:00"
"488","1","CHELSEA","12 CONDOS - WALKUP APARTMENTS","2","764","1007","","R2","217 WEST 14TH   STREET","2RW","10011","1","0","1","","","1930","2","R2","","2016-09-26T00:00:00"
"489","1","CHELSEA","12 CONDOS - WALKUP APARTMENTS","2","764","1008","","R2","217 WEST 14TH STREET","3F","10011","1","0","1","","","1930","2","R2","1150000","2017-01-06T00:00:00"
"490","1","CHELSEA","12 CONDOS - WALKUP APARTMENTS","2","764","1104","","R2","221 WEST 14TH   STREET","1-A","10011","1","0","1","","","1930","2","R2","","2016-09-14T00:00:00"
"491","1","CHELSEA","12 CONDOS - WALKUP APARTMENTS","2","764","1105","","R2","221 WEST 14TH STREET","1-B","10011","1","0","1","","","1930","2","R2","826000","2017-04-27T00:00:00"
"492","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","690","1002","","R4","520 WEST 19TH STREET","2A","10011","1","0","1","","","2007","2","R4","2560000","2017-06-13T00:00:00"
"493","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","690","1008","","R4","520 WEST 19TH STREET","4A","10011","1","0","1","","","2007","2","R4","2815000","2016-11-14T00:00:00"
"494","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","690","1012","","R4","520 WEST 19TH   STREET","5B","10011","1","0","1","","","2007","2","R4","3699000","2017-08-01T00:00:00"
"495","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","690","1014","","R4","520 WEST 19TH STREET","6A","10011","1","0","1","","","2007","2","R4","3020000","2017-05-03T00:00:00"
"496","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1027","","R4","100 11TH   AVENUE","9A","10011","1","0","1","","","2007","2","R4","","2016-11-18T00:00:00"
"497","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1028","","R4","100 ELEVENTH AVENUE","9B","10011","1","0","1","","","2007","2","R4","2600000","2017-02-01T00:00:00"
"498","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1050","","R4","100 ELEVENTH AVENUE","19A","10011","1","0","1","","","2007","2","R4","7950000","2017-06-08T00:00:00"
"499","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1108","","R4","505 WEST 19TH   STREET","2E","10011","1","0","1","","","2013","2","R4","3210237","2016-09-26T00:00:00"
"500","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1112","","R4","505 WEST 19TH STREET","2D","10011","1","0","1","","","2013","2","R4","5875000","2017-01-23T00:00:00"
"501","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1112","","R4","505 WEST 19 STREET","2D","10011","1","0","1","","","2013","2","R4","44105000","2016-11-14T00:00:00"
"502","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1113","","R4","505 WEST 19TH   STREET","3W","10011","1","0","1","","","2013","2","R4","4650000","2016-12-14T00:00:00"
"503","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1113","","R4","505 WEST 19TH   STREET","3W","10011","1","0","1","","","2013","2","R4","","2016-11-14T00:00:00"
"504","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1135","","R4","505 WEST 19TH STREET","8D","10011","1","0","1","","","2013","2","R4","2685000","2017-06-19T00:00:00"
"505","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1139","","R4","505 WEST 19TH   STREET","PH1","10011","1","0","1","","","2013","2","R4","15350000","2017-08-23T00:00:00"
"506","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1139","","R4","505 WEST 19TH   STREET","PH1","10011","1","0","1","","","2013","2","R4","","2016-11-14T00:00:00"
"507","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1140","","R4","505 WEST 19TH   STREET","PHW","10011","1","0","1","","","2013","2","R4","14650000","2017-06-22T00:00:00"
"508","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","691","1140","","R4","505 WEST 19TH   STREET","PHW","10011","1","0","1","","","2013","2","R4","","2016-11-14T00:00:00"
"509","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1012","","R4","532-540 WEST 22ND STREET","5C","10011","1","0","1","","","0","2","R4","","2016-10-27T00:00:00"
"510","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1102","","R4","551 WEST 21ST   STREET","3B","10011","1","0","1","","","2013","2","R4","2760000","2017-06-02T00:00:00"
"511","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1105","","R4","551 WEST 21ST   STREET","3E","10011","1","0","1","","","2013","2","R4","2853850","2017-05-24T00:00:00"
"512","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1107","","R4","551 WEST 21 STREET","3G","10011","1","0","1","","","2013","2","R4","2599287","2017-06-16T00:00:00"
"513","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1109","","R4","551 WEST 21ST   STREET","4B","10011","1","0","1","","","2013","2","R4","2760000","2017-06-19T00:00:00"
"514","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1114","","R4","551 WEST 21ST   STREET","5A","10011","1","0","1","","","2013","2","R4","6315900","2016-12-06T00:00:00"
"515","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1115","","R4","551 WEST 21ST   STREET","5B","10011","1","0","1","","","2013","2","R4","6875937","2016-11-08T00:00:00"
"516","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1116","","R4","551 WEST 21ST   STREET","5C","10011","1","0","1","","","2013","2","R4","7950000","2016-10-31T00:00:00"
"517","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1123","","R4","551 WEST 21ST   STREET","8A","10011","1","0","1","","","2013","2","R4","5959512","2016-09-07T00:00:00"
"518","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1127","","R4","551 WEST 21ST   STREET","9B","10011","1","0","1","","","2013","2","R4","10490725","2016-09-14T00:00:00"
"519","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1128","","R4","551 WEST 21ST   STREET","10A","10011","1","0","1","","","2013","2","R4","13435504","2016-09-07T00:00:00"
"520","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1129","","R4","551 WEST 21ST   STREET","10B","10011","1","0","1","","","2013","2","R4","10126700","2016-09-27T00:00:00"
"521","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1130","","R4","551 WEST 21ST   STREET","11A","10011","1","0","1","","","2013","2","R4","14563725","2016-09-14T00:00:00"
"522","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1131","","R4","551 WEST 21ST   STREET","11B","10011","1","0","1","","","2013","2","R4","","2017-02-06T00:00:00"
"523","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1131","","R4","551 WEST 21ST   STREET","11B","10011","1","0","1","","","2013","2","R4","10948937","2016-09-09T00:00:00"
"524","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1132","","R4","551 WEST 21ST   STREET","12A","10011","1","0","1","","","2013","2","R4","15139625","2016-10-05T00:00:00"
"525","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1133","","R4","551 WEST 21ST   STREET","12B","10011","1","0","1","","","2013","2","R4","12018100","2016-09-12T00:00:00"
"526","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1134","","R4","551 WEST 21ST   STREET","14A","10011","1","0","1","","","2013","2","R4","15887450","2016-09-14T00:00:00"
"527","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1135","","R4","551 WEST 21ST   STREET","14B","10011","1","0","1","","","2013","2","R4","11560349","2017-01-12T00:00:00"
"528","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1136","","R4","551 WEST 21ST   STREET","15A","10011","1","0","1","","","2013","2","R4","16466145","2016-10-07T00:00:00"
"529","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1137","","R4","551 WEST 21ST   STREET","15B","10011","1","0","1","","","2013","2","R4","12829362","2016-10-07T00:00:00"
"530","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1138","","R4","551 WEST 21ST   STREET","16A","10011","1","0","1","","","2013","2","R4","16905700","2016-09-01T00:00:00"
"531","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1139","","R4","551 WEST 21ST   STREET","16B","10011","1","0","1","","","2013","2","R4","13443650","2016-10-07T00:00:00"
"532","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1140","","R4","551 WEST 21ST   STREET","17A","10011","1","0","1","","","2013","2","R4","17809925","2016-11-10T00:00:00"
"533","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1141","","R4","551 WEST 21ST   STREET","17B","10011","1","0","1","","","2013","2","R4","13478450","2016-11-10T00:00:00"
"534","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1142","","R4","551 WEST 21ST   STREET","PH18","10011","1","0","1","","","2013","2","R4","34623250","2016-11-22T00:00:00"
"535","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1143","","R4","551 WEST 21ST STREET","PH19","10011","1","0","1","","","2013","2","R4","","2017-07-05T00:00:00"
"536","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","693","1143","","R4","551 WEST 21ST   STREET","PH19","10011","1","0","1","","","2013","2","R4","33605000","2017-01-09T00:00:00"
"537","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","694","1031","","R4","525 WEST 22ND STREET","PH-C","10011","1","0","1","","","0","2","R4","6300000","2016-09-13T00:00:00"
"538","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1104","","R4","519 WEST 23RD STREET","R4","10011","1","0","1","","","2005","2","R4","2800000","2016-11-29T00:00:00"
"539","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1310","","R4","555 WEST 23RD   STREET","N3G","10011","1","0","1","","","2005","2","R4","799000","2016-11-07T00:00:00"
"540","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1317","","R4","555 WEST 23RD STREET","N3P","10011","1","0","1","","","2005","2","R4","1340000","2017-08-30T00:00:00"
"541","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1419","","R4","555 WEST 23RD   STREET","S6F","10011","1","0","1","","","2005","2","R4","1060000","2017-05-12T00:00:00"
"542","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1420","","R4","555 W 23RD ST","S6G","10011","1","0","1","","","2005","2","R4","1035000","2017-04-25T00:00:00"
"543","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1441","","R4","555 WEST 23RD STREET","N7M","10011","1","0","1","","","2005","2","R4","1040000","2016-12-22T00:00:00"
"544","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1450","","R4","555 WEST 23RD STREET","S7E","10011","1","0","1","","","2005","2","R4","1045000","2017-06-27T00:00:00"
"545","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1454","","R4","555 WEST 23RD STREET","S7J","10011","1","0","1","","","2005","2","R4","1025000","2017-03-13T00:00:00"
"546","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1464","","R4","555 WEST 23RD   STREET","N8C","10011","1","0","1","","","2005","2","R4","740000","2017-07-26T00:00:00"
"547","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1465","","R4","555 WEST 23RD   STREET","N8D","10011","1","0","1","","","2005","2","R4","","2016-09-23T00:00:00"
"548","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1494","","R4","555 WEST 23RD   STREET","N9A","10011","1","0","1","","","2005","2","R4","1210000","2017-02-08T00:00:00"
"549","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1507","","R4","555 WEST 23","N9P","10011","1","0","1","","","2005","2","R4","","2016-11-04T00:00:00"
"550","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1514","","R4","555 WEST 23RD STREET","S9E","10011","1","0","1","","","2005","2","R4","995000","2016-12-19T00:00:00"
"551","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1527","","R4","555 WEST 23 STREET","N10B","10011","1","0","1","","","2005","2","R4","995000","2017-01-03T00:00:00"
"552","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1540","","R4","555 WEST 23RD   STREET","N10Q","10011","1","0","1","","","2005","2","R4","785000","2017-04-20T00:00:00"
"553","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1569","","R4","555 WEST 23RD   STREET","S11C","10011","1","0","1","","","2005","2","R4","","2017-01-04T00:00:00"
"554","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1569","","R4","555 WEST 23RD STREET","S11C","10011","1","0","1","","","2005","2","R4","1020000","2016-12-21T00:00:00"
"555","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1575","","R4","555 WEST 23RD   STREET","S11J","10011","1","0","1","","","2005","2","R4","975000","2017-01-05T00:00:00"
"556","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1585","","R4","555 WEST 23RD STREET","N12C","10011","1","0","1","","","2005","2","R4","1650000","2016-12-15T00:00:00"
"557","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1590","","R4","555 WEST 23RD   STREET","N12H","10011","1","0","1","","","2005","2","R4","1700000","2016-12-02T00:00:00"
"558","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1593","","R4","555 WEST 23RD STREET","S12B","10011","1","0","1","","","2005","2","R4","257068","2017-01-18T00:00:00"
"559","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1596","","R4","555 WEST 23RD   STREET","S12E","10011","1","0","1","","","2005","2","R4","1075000","2017-05-18T00:00:00"
"560","1","CHELSEA","13 CONDOS - ELEVATOR APARTMENTS","2","695","1602","","R4","555 WEST 23RD   STREET","S12L","10011","1","0","1","","","2005","2","R4","","2016-10-17T00:00:00"
